time_s,north_m,east_m,down_m,v_north_mps,v_east_mps,v_down_mps,q1,q2,q3,q4,p_rad_s,q_rad_s,r_rad_s,temp_c
225.6,-3623.047,6574.002,-21353.8,1.956726,5.261474,65.85764,0.3951312,-0.1553427,-0.6406792,0.6397423,-0.08843242,0.0001652788,-0.009343433,-54.5212
225.8,-3622.654,6575.053,-21340.64,1.969982,5.242642,65.78547,0.3943549,-0.1582491,-0.6464477,0.6336772,-0.0884717,0.0003324924,-0.009333286,-54.53435
226,-3622.259,6576.099,-21327.49,1.982112,5.224156,65.71344,0.3935569,-0.1611559,-0.6521606,0.6275573,-0.08851101,0.0004994658,-0.009320146,-54.54751
226.2,-3621.861,6577.142,-21314.35,1.993148,5.206005,65.64156,0.392737,-0.1640629,-0.6578177,0.6213831,-0.08855032,0.0006661454,-0.009304016,-54.56064
226.4,-3621.461,6578.182,-21301.23,2.003122,5.188181,65.56984,0.3918952,-0.16697,-0.6634182,0.6151549,-0.08858966,0.0008324774,-0.009284901,-54.57377
226.6,-3621.06,6579.218,-21288.12,2.012064,5.170675,65.49828,0.3910314,-0.1698769,-0.6689616,0.6088733,-0.08862902,0.0009984082,-0.009262806,-54.58687
226.8,-3620.657,6580.25,-21275.03,2.020006,5.153478,65.42686,0.3901455,-0.1727835,-0.6744474,0.6025388,-0.0886684,0.001163884,-0.00923774,-54.59997
227,-3620.252,6581.279,-21261.96,2.026976,5.13658,65.3556,0.3892375,-0.1756897,-0.6798751,0.596152,-0.0887078,0.001328852,-0.009209709,-54.61304
227.2,-3619.846,6582.305,-21248.89,2.033002,5.119975,65.28449,0.3883073,-0.1785953,-0.685244,0.5897133,-0.08874721,0.001493259,-0.009178724,-54.6261
227.4,-3619.439,6583.327,-21235.84,2.038113,5.103654,65.21354,0.3873547,-0.1815001,-0.6905538,0.5832233,-0.08878665,0.001657051,-0.009144793,-54.63917
227.6,-3619.031,6584.346,-21222.8,2.042335,5.087609,65.14274,0.3863798,-0.1844039,-0.6958039,0.5766825,-0.0888261,0.001820176,-0.009107927,-54.6522
227.8,-3618.622,6585.362,-21209.78,2.045694,5.071833,65.0721,0.3853825,-0.1873066,-0.7009938,0.5700914,-0.08886557,0.001982579,-0.009068138,-54.66521
228,-3618.213,6586.375,-21196.78,2.048216,5.056317,65.00161,0.3843627,-0.190208,-0.706123,0.5634506,-0.08890506,0.00214421,-0.00902544,-54.67823
